mu/g,T/g,chiralcon
0.0,0.03333333333333333,0.6511133342675395
0.0,0.0462478184991274,0.6510427639729787
0.0,0.05916230366492147,0.6507726433192571
0.0,0.07207678883071554,0.6502045617532789
0.0,0.08499127399650959,0.6493256528786846
0.0,0.09790575916230367,0.6481776775003768
0.0,0.11082024432809774,0.646817251410162
0.0,0.12373472949389179,0.6452938348749073
0.0,0.13664921465968585,0.6436430736564311
0.0,0.14956369982547993,0.6418878808378996
0.0,0.162478184991274,0.6400419963220801
0.0,0.17539267015706805,0.6381135300395206
0.0,0.18830715532286213,0.6361076628797583
0.0,0.2012216404886562,0.6340284350504103
0.0,0.21413612565445025,0.6318798068855669
0.0,0.22705061082024433,0.6296662132342378
0.0,0.2399650959860384,0.627392793673324
0.0,0.25287958115183246,0.6250654285274638
0.0,0.26579406631762653,0.6226906663359248
0.0,0.2787085514834206,0.6202755963542169
0.0,0.2916230366492147,0.61782769837507
0.0,0.30453752181500876,0.6153546887169016
0.0,0.3174520069808028,0.6128643730472229
0.0,0.33036649214659686,0.6103645118418544
0.0,0.343280977312391,0.6078627014189962
0.0,0.35619546247818507,0.6053662717998718
0.0,0.36910994764397914,0.6028822016332122
0.0,0.3820244328097732,0.6004170497881972
0.0,0.3949389179755672,0.5979769028077457
0.0,0.40785340314136126,0.5955673371346288
0.0,0.42076788830715534,0.5931933948324263
0.0,0.4336823734729494,0.5908595713992485
0.0,0.4465968586387435,0.5885698142027446
0.0,0.45951134380453756,0.5863275300426567
0.0,0.47242582897033164,0.5841356003659338
0.0,0.4853403141361257,0.5819964027131065
0.0,0.4982547993019198,0.5799118370567535
0.0,0.5111692844677138,0.5778833557968468
0.0,0.5240837696335079,0.5759119962969197
0.0,0.536998254799302,0.5739984149732714
0.0,0.549912739965096,0.5721429220811715
0.0,0.5628272251308901,0.5703455164726562
0.0,0.5757417102966842,0.5686059197261253
0.0,0.5886561954624783,0.5669236091657222
0.0,0.6015706806282722,0.5652978493963448
0.0,0.6144851657940663,0.5637277220768638
0.0,0.6273996509598604,0.5622121537390655
0.0,0.6403141361256545,0.5607499415330071
0.0,0.6532286212914485,0.559339776841151
0.0,0.6661431064572426,0.5579802667545711
0.0,0.6790575916230367,0.5566699534454984
0.0,0.6919720767888308,0.5554073315025805
0.0,0.7048865619546248,0.5541908633194353
0.0,0.7178010471204189,0.5530189926445226
0.0,0.730715532286213,0.5518901564119874
0.0,0.7436300174520071,0.5508027949800024
0.0,0.756544502617801,0.5497553609059891
0.0,0.7694589877835951,0.5487463263878826
0.0,0.7823734729493892,0.5477741894978698
0.0,0.7952879581151833,0.546837479330467
0.0,0.8082024432809773,0.5459347601808688
0.0,0.8211169284467714,0.5450646348626511
0.0,0.8340314136125655,0.5442257472664751
0.0,0.8469458987783596,0.5434167842537088
0.0,0.8598603839441537,0.5426364769710968
0.0,0.8727748691099477,0.5418836016648986
0.0,0.8856893542757418,0.5411569800654707
0.0,0.8986038394415359,0.5404554794061377
0.0,0.91151832460733,0.5397780121334481
0.0,0.924432809773124,0.5391235353596446
0.0,0.9373472949389181,0.5384910501023145
0.0,0.9502617801047122,0.5378796003508313
0.0,0.9631762652705063,0.537288271994301
0.0,0.9760907504363002,0.5367161916412572
0.0,0.9890052356020943,0.536162525357339
0.0,1.0019197207678883,0.5356264773435752
0.0,1.0148342059336823,0.5351072885746582
0.0,1.0277486910994764,0.5346042354137306
0.0,1.0406631762652705,0.5341166282176504
0.0,1.0535776614310646,0.533643809944459
0.0,1.0664921465968586,0.5331851547728025
0.0,1.0794066317626527,0.5327400667413281
0.0,1.0923211169284468,0.5323079784145696
0.0,1.1052356020942409,0.5318883495805368
0.0,1.118150087260035,0.5314806659840818
0.0,1.131064572425829,0.5310844380991651
0.0,1.143979057591623,0.5306991999422871
0.0,1.1568935427574172,0.5303245079286664
0.0,1.1698080279232113,0.5299599397721368
0.0,1.1827225130890053,0.5296050934292281
0.0,1.1956369982547994,0.5292595860874846
0.0,1.2085514834205935,0.5289230531977231
0.0,1.2214659685863876,0.5285951475496432
0.0,1.2343804537521816,0.5282755383899786
0.0,1.2472949389179757,0.52796391058219
0.0,1.2602094240837698,0.5276599638065607
0.0,1.2731239092495639,0.5273634117994388
0.0,1.286038394415358,0.5270739816303042
0.0,1.298952879581152,0.526791413015263
0.0,1.311867364746946,0.526515457665559
0.0,1.3247818499127402,0.5262458786696609
0.0,1.337696335078534,0.5259824499074849
0.0,1.350610820244328,0.5257249554953225
0.0,1.3635253054101222,0.5254731892600645
0.0,1.3764397905759163,0.5252269542413373
0.0,1.3893542757417103,0.5249860622201937
0.0,1.4022687609075044,0.5247503332730586
0.0,1.4151832460732985,0.5245195953496432
0.0,1.4280977312390926,0.5242936838736132
0.0,1.4410122164048866,0.5240724413648226
0.0,1.4539267015706807,0.5238557170819844
0.0,1.4668411867364748,0.5236433666846875
0.0,1.4797556719022686,0.5234352519137273
0.0,1.4926701570680627,0.5232312402887531
0.0,1.5055846422338568,0.5230312048222953
0.0,1.5184991273996509,0.5228350237492672
0.0,1.531413612565445,0.5226425802710912
0.0,1.544328097731239,0.5224537623136415
0.0,1.557242582897033,0.5222684622982273
0.0,1.5701570680628272,0.5220865769248957
0.0,1.5830715532286213,0.5219080069673607
0.0,1.5959860383944153,0.5217326570789071
0.0,1.6089005235602094,0.5215604356086527
0.0,1.6218150087260035,0.5213912544275847
0.0,1.6347294938917976,0.5212250287638222
0.0,1.6476439790575916,0.5210616770465828
0.0,1.6605584642233857,0.5209011207583643
0.0,1.6734729493891798,0.5207432842948787
0.0,1.6863874345549739,0.520588094832302
0.0,1.699301919720768,0.5204354822014275
0.0,1.712216404886562,0.5202853787683396
0.0,1.725130890052356,0.5201377193212338
0.0,1.7380453752181502,0.519992440963049
0.0,1.7509598603839442,0.51984948300958
0.0,1.7638743455497383,0.5197087868927691
0.0,1.7767888307155324,0.5195702960688862
0.0,1.7897033158813265,0.5194339559313285
0.0,1.8026178010471205,0.5192997137277823
0.0,1.8155322862129146,0.5191675184815101
0.0,1.8284467713787087,0.519037320916531
0.0,1.8413612565445028,0.5189090733864864
0.0,1.8542757417102969,0.5187827298069868
0.0,1.867190226876091,0.5186582455912511
0.0,1.880104712041885,0.5185355775888607
