mu/g,T/g,chiralcon
0.0,0.03333333333333333,0.6511133342675395
0.0,0.08581560283687943,0.6492598263650063
0.0,0.13829787234042554,0.6434244599688147
0.0,0.19078014184397163,0.6357150734456178
0.0,0.24326241134751772,0.6268034513865766
0.0,0.2957446808510638,0.6170407958438628
0.0,0.34822695035461,0.6069055975917588
0.0,0.4007092198581561,0.5968961958827327
0.0,0.45319148936170217,0.5874186932255862
0.0,0.5056737588652482,0.5787396086335086
0.0,0.5581560283687944,0.5709889484736281
0.0,0.6106382978723405,0.5641896629489863
0.0,0.6631205673758865,0.5582939856511933
0.0,0.7156028368794326,0.5532153778264239
0.0,0.7680851063829789,0.5488518905498491
0.0,0.820567375886525,0.5451010156680165
0.0,0.873049645390071,0.5418678723733209
0.0,0.9255319148936171,0.5390688644102848
0.0,0.9780141843971631,0.5366325834127121
0.0,1.0304964539007093,0.5344992183569437
0.0,1.0829787234042554,0.5326192758766345
0.0,1.1354609929078014,0.5309520821064542
0.0,1.1879432624113477,0.5294643166272411
0.0,1.2404255319148938,0.528128695082702
0.0,1.2929078014184399,0.5269228410317399
0.0,1.3453900709219857,0.5258283478056357
0.0,1.3978723404255318,0.5248300126219564
0.0,1.4503546099290778,0.5239152184790499
0.0,1.5028368794326241,0.5230734387152883
0.0,1.5553191489361702,0.5222958413021883
0.0,1.6078014184397162,0.5215749731736827
0.0,1.6602836879432623,0.5209045082679087
0.0,1.7127659574468084,0.520279046053805
0.0,1.7652482269503544,0.5196939499756297
0.0,1.8177304964539005,0.5191452174498864
0.0,1.8702127659574466,0.5186293748277324
0.0,1.9226950354609926,0.5181433921512522
0.0,1.9751773049645391,0.5176846136472997
0.0,2.027659574468085,0.5172507007762159
0.0,2.080141843971631,0.5168395853346553
0.0,2.132624113475177,0.5164494306432291
0.0,2.185106382978723,0.5160785992638233
0.0,2.2375886524822692,0.5157256260144764
0.0,2.2900709219858153,0.5153891953020812
0.0,2.342553191489362,0.5150681219908213
0.0,2.395035460992908,0.5147613351794782
0.0,2.447517730496454,0.5144678643830328
0.0,2.5,0.5141868277106746
0.02978723404255319,0.03333333333333333,0.6511163340354695
0.02978723404255319,0.08581560283687943,0.6497927659100513
0.02978723404255319,0.13829787234042554,0.6447138260374781
0.02978723404255319,0.19078014184397163,0.6372636484944755
0.02978723404255319,0.24326241134751772,0.6283041548066248
0.02978723404255319,0.2957446808510638,0.6183878938817281
0.02978723404255319,0.34822695035461,0.6080883548076372
0.02978723404255319,0.4007092198581561,0.5979367356422111
0.02978723404255319,0.45319148936170217,0.5883447559946974
0.02978723404255319,0.5056737588652482,0.5795751033685631
0.02978723404255319,0.5581560283687944,0.5717520924293588
0.02978723404255319,0.6106382978723405,0.564893733382427
0.02978723404255319,0.6631205673758865,0.5589486061700606
0.02978723404255319,0.7156028368794326,0.5538276389254375
0.02978723404255319,0.7680851063829789,0.5494271629730061
0.02978723404255319,0.820567375886525,0.5456434976476341
0.02978723404255319,0.873049645390071,0.5423809467018763
0.02978723404255319,0.9255319148936171,0.5395553301357197
0.02978723404255319,0.9780141843971631,0.5370948077308373
0.02978723404255319,1.0304964539007093,0.5349392382734219
0.02978723404255319,1.0829787234042554,0.5330388681428295
0.02978723404255319,1.1354609929078014,0.5313528128504854
0.02978723404255319,1.1879432624113477,0.5298475777271726
0.02978723404255319,1.2404255319148938,0.528495731665447
0.02978723404255319,1.2929078014184399,0.5272747728632672
0.02978723404255319,1.3453900709219857,0.5261661863499224
0.02978723404255319,1.3978723404255318,0.5251546749364236
0.02978723404255319,1.4503546099290778,0.52422753873275
0.02978723404255319,1.5028368794326241,0.5233741778733942
0.02978723404255319,1.5553191489361702,0.5225856953629031
0.02978723404255319,1.6078014184397162,0.5218545802393559
0.02978723404255319,1.6602836879432623,0.5211744546613888
0.02978723404255319,1.7127659574468084,0.5205398716418927
0.02978723404255319,1.7652482269503544,0.5199461528264798
0.02978723404255319,1.8177304964539005,0.5193892579256305
0.02978723404255319,1.8702127659574466,0.5188656791944882
0.02978723404255319,1.9226950354609926,0.5183723557740878
0.02978723404255319,1.9751773049645391,0.5179066038263344
0.02978723404255319,2.027659574468085,0.5174660592710218
0.02978723404255319,2.080141843971631,0.5170486306168565
0.02978723404255319,2.132624113475177,0.5166524599112632
0.02978723404255319,2.185106382978723,0.5162758902489485
0.02978723404255319,2.2375886524822692,0.5159174386030339
0.02978723404255319,2.2900709219858153,0.5155757729956137
0.02978723404255319,2.342553191489362,0.5152496932227688
0.02978723404255319,2.395035460992908,0.51493811450472
0.02978723404255319,2.447517730496454,0.5146400535544701
0.02978723404255319,2.5,0.5143546166552522
0.05957446808510638,0.03333333333333333,0.6511175615204352
0.05957446808510638,0.08581560283687943,0.6501734155326512
0.05957446808510638,0.13829787234042554,0.6457814341607638
0.05957446808510638,0.19078014184397163,0.6386309856498523
0.05957446808510638,0.24326241134751772,0.62967157320396
0.05957446808510638,0.2957446808510638,0.6196370570873441
0.05957446808510638,0.34822695035461,0.6091981575774906
0.05957446808510638,0.4007092198581561,0.5989224665010109
0.05957446808510638,0.45319148936170217,0.5892295081779391
0.05957446808510638,0.5056737588652482,0.5803794207604736
0.05957446808510638,0.5581560283687944,0.5724916654873731
0.05957446808510638,0.6106382978723405,0.565579923943415
0.05957446808510638,0.6631205673758865,0.5595895918860022
0.05957446808510638,0.7156028368794326,0.5544294276577877
0.05957446808510638,0.7680851063829789,0.549994321026165
0.05957446808510638,0.820567375886525,0.5461796287026597
0.05957446808510638,0.873049645390071,0.5428889952975909
0.05957446808510638,0.9255319148936171,0.5400377723369922
0.05957446808510638,0.9780141843971631,0.5375537722416688
0.05957446808510638,1.0304964539007093,0.5353765853483003
0.05957446808510638,1.0829787234042554,0.5334562428738896
0.05957446808510638,1.1354609929078014,0.5317516826886186
0.05957446808510638,1.1879432624113477,0.5302292600723074
0.05957446808510638,1.2404255319148938,0.5288614149986515
0.05957446808510638,1.2929078014184399,0.5276255335152302
0.05957446808510638,1.3453900709219857,0.5265030021954806
0.05957446808510638,1.3978723404255318,0.5254784368311979
0.05957446808510638,1.4503546099290778,0.5245390602257856
0.05957446808510638,1.5028368794326241,0.52367420355859
0.05957446808510638,1.5553191489361702,0.5228749081258568
0.05957446808510638,1.6078014184397162,0.5221336075885189
0.05957446808510638,1.6602836879432623,0.5214438742877316
0.05957446808510638,1.7127659574468084,0.5208002163207143
0.05957446808510638,1.7652482269503544,0.5201979147532263
0.05957446808510638,1.8177304964539005,0.5196328925615371
0.05957446808510638,1.8702127659574466,0.5191016086855655
0.05957446808510638,1.9226950354609926,0.5186009719972949
0.05957446808510638,1.9751773049645391,0.5181282711089763
0.05957446808510638,2.027659574468085,0.5176811168229755
0.05957446808510638,2.080141843971631,0.517257394709865
0.05957446808510638,2.132624113475177,0.5168552258350091
0.05957446808510638,2.185106382978723,0.5164729340697591
0.05957446808510638,2.2375886524822692,0.5161090187477766
0.05957446808510638,2.2900709219858153,0.5157621316804929
0.05957446808510638,2.342553191489362,0.5154310577442954
0.05957446808510638,2.395035460992908,0.5151146984080028
0.05957446808510638,2.447517730496454,0.5148120576921339
0.05957446808510638,2.5,0.5145222301487025
0.08936170212765955,0.03333333333333333,0.6511180637843879
0.08936170212765955,0.08581560283687943,0.6504443587624539
0.08936170212765955,0.13829787234042554,0.646659054126536
0.08936170212765955,0.19078014184397163,0.6398280253012079
0.08936170212765955,0.24326241134751772,0.6309069839788062
0.08936170212765955,0.2957446808510638,0.6207864267863399
0.08936170212765955,0.34822695035461,0.6102325805193003
0.08936170212765955,0.4007092198581561,0.5998512140559216
0.08936170212765955,0.45319148936170217,0.5900711920795902
0.08936170212765955,0.5056737588652482,0.5811511810803378
0.08936170212765955,0.5581560283687944,0.5732065848105087
0.08936170212765955,0.6106382978723405,0.5662473749981235
0.08936170212765955,0.6631205673758865,0.5602162500423608
0.08936170212765955,0.7156028368794326,0.5550201773713024
0.08936170212765955,0.7680851063829789,0.5505528949425432
0.08936170212765955,0.820567375886525,0.5467090148128181
0.08936170212765955,0.873049645390071,0.5433916843253466
0.08936170212765955,0.9255319148936171,0.5405159056848703
0.08936170212765955,0.9780141843971631,0.5380092311927179
0.08936170212765955,1.0304964539007093,0.5358110464655147
0.08936170212765955,1.0829787234042554,0.5338712141175919
0.08936170212765955,1.1354609929078014,0.5321485284632681
0.08936170212765955,1.1879432624113477,0.5306092197735643
0.08936170212765955,1.2404255319148938,0.5292256175889302
0.08936170212765955,1.2929078014184399,0.5279750095296584
0.08936170212765955,1.3453900709219857,0.5268386939658728
0.08936170212765955,1.3978723404255318,0.5258012073828054
0.08936170212765955,1.4503546099290778,0.5248497011216929
0.08936170212765955,1.5028368794326241,0.5239734418690909
0.08936170212765955,1.5553191489361702,0.5231634126466009
0.08936170212765955,1.6078014184397162,0.5224119944009725
